id_expediente,numero,fecha_ingreso,sumario,rol_claudia,rol_recalculado,autoría_confirmada,rol_consistente,cantidad_autores,autores,tipo_oficial,estado_actual,etapa_ciclo,ubicacion,giros,ultimo_movimiento,evidencia_sancion,fuentes_sancion,fuentes_captura,ficha_oficial_completa,url_expediente,es_832_2026
139298,166-D-2026,2026-02-27T18:19:34,GESTIONES ANTE EL BANCO DE LA CIUDAD DE BUENOS AIRES A FIN DE LOCALIZAR UNA NUEVA SUCURSAL BANCARIA EN EL BARRIO VILLA RIACHUELO.-,coautora,coautora,True,True,5,"NEIRA, CLAUDIA | BARROETAVEÑA, MATÍAS | FERREÑO, CLAUDIO AMÉRICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA",DECLARACION,en_comision,en_comision,"PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-03"", ""oficina"": ""PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA"", ""descripcion"": ""EN COMISION (ESPERANDO RECEPCION)""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139298,False
139296,125-D-2026,2026-02-27T18:17:23,MODIFÍCASE LA ORDENANZA 52257.-,coautora,coautora,True,True,4,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA | ROSSEN, BÁRBARA",LEY,en_comision,en_comision,PLANEAMIENTO URBANO,PLANEAMIENTO URBANO,"{""fecha"": ""2026-03-03"", ""oficina"": ""PLANEAMIENTO URBANO"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139296,False
139295,174-D-2026,2026-02-27T18:16:52,DECLÁRASE DE INTERÉS CULTURAL EL DOCUMENTAL “EN CUMPLIMIENTO DEL DEBER” DIRIGIDO POR JORGE GAGGERO.-,coautora,coautora,True,True,3,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",DECLARACION,en_comision,en_comision,SEGURIDAD,SEGURIDAD,"{""fecha"": ""2026-03-11"", ""oficina"": ""SEGURIDAD"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139295,False
139294,176-D-2026,2026-02-27T18:12:34,"ESTABLÉCESE LA TASA DEL 0 % PARA EL PAGO DEL IMPUESTO SOBRE LOS INGRESOS BRUTOS CORRESPONDIENTE A LOS ANTICIPOS DE LOS MESES COMPRENDIDOS ENTRE ENERO Y DICIEMBRE DEL AÑO 2024, AMBOS INCLUSIVE, PARA LOS CONTRIBUYENTES Y/O RESPONSABLES QUE DESARROLLEN DIVERSAS ACTIVIDADES.-",coautora,coautora,True,True,3,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",LEY,en_comision,en_comision,"PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-03"", ""oficina"": ""PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA"", ""descripcion"": ""EN COMISION (ESPERANDO RECEPCION)""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139294,False
139292,178-D-2026,2026-02-27T17:44:35,"DECLÁRASE DE INTERÉS PARA LA COMUNICACIÓN SOCIAL EL LIBRO “BRADEN O PERÓN, EL LIBRO AZUL Y EL LIBRO AZUL Y BLANCO. LOS DOCUMENTOS QUE MARCARON LA CAMPAÑA MÁS IMPORTANTE DE LA HISTORIA ARGENTINA”.-",coautora,coautora,True,True,3,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",DECLARACION,sancionado,sancionado,MEP,"COMUNICACIÓN SOCIAL, MEDIOS DE COMUNICACIÓN Y TECNOLOGÍAS DE LA COMUNICACIÓN","{""fecha"": ""2026-09-01"", ""oficina"": ""MEP"", ""descripcion"": ""SANCIONADO. EN MEP ESPERANDO COMUNICACION CON EL PE U OTRAS ENTIDADES (ESPERANDO RECEPCION)""}",True,estado_actual | etapa_ciclo | ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139292,False
139291,179-D-2026,2026-02-27T17:43:40,"IMPLEMÉNTESE, A TRAVÉS DEL BANCO CIUDAD DE BUENOS AIRES LA APERTURA DE CAJAS DE AHORRO, A FIN DE ABONAR HABERES, SUELDOS U HONORARIOS, A TODAS AQUELLAS PERSONAS QUE CUMPLEN FUNCIONES EN LOS PODERES LEGISLATIVO, EJECUTIVO Y JUDICIAL Y OTROS.-",coautora,coautora,True,True,3,"NEIRA, CLAUDIA | BIELLI, MARÍA | NEGRI, CLAUDIA",LEY,en_comision,en_comision,"PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-03"", ""oficina"": ""PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA"", ""descripcion"": ""EN COMISION (ESPERANDO RECEPCION)""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139291,False
139290,181-D-2026,2026-02-27T17:42:58,MODIFÍCASE LA LEY 5688.-,coautora,coautora,True,True,3,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",LEY,en_comision,en_comision,SEGURIDAD,SEGURIDAD,"{""fecha"": ""2026-03-11"", ""oficina"": ""SEGURIDAD"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139290,False
139288,188-D-2026,2026-02-27T17:41:24,ESTABLÉCESE MEDIDAS DE ACCIÓN POSITIVA ORIENTADAS A LOGRAR LA EFECTIVA INCLUSIÓN LABORAL DE LAS PERSONAS QUE HAN SIDO VÍCTIMAS DEL DELITO DE TRATA Y/O EXPLOTACIÓN DE PERSONAS.-,coautora,coautora,True,True,4,"NEIRA, CLAUDIA | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",LEY,en_comision,en_comision,"DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN","DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN | LEGISLACION DEL TRABAJO Y POLÍTICAS DE EMPLEO | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-09"", ""oficina"": ""DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139288,False
139287,190-D-2026,2026-02-27T17:40:22,"DISPÓNESE LA COLOCACIÓN EN TODOS LOS EDIFICIOS PÚBLICOS, ESTABLECIMIENTOS EDUCATIVOS (PÚBLICOS Y PRIVADOS), ESTACIONES DE METROBUS, ESTACIONES DE SUBTE Y TERMINALES DE PASAJEROS, UNA IMAGEN GRÁFICA A MODO DE CARTELERÍA CON INFORMACIÓN SOBRE LA LÍNEA GRATUITA 145.-",coautora,coautora,True,True,4,"NEIRA, CLAUDIA | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",LEY,en_comision,en_comision,"DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN","DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN | COMUNICACIÓN SOCIAL, MEDIOS DE COMUNICACIÓN Y TECNOLOGÍAS DE LA COMUNICACIÓN","{""fecha"": ""2026-03-09"", ""oficina"": ""DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139287,False
139270,43-D-2026,2026-02-27T16:43:21,INFORMES REFERIDOS A LA PROLIFERACIÓN DE ROEDORES EN EL ESPACIO PÚBLICO.-,coautora,coautora,True,True,4,"LA BLUNDA, ANDRÉS | IAÑEZ, BERENICE | NEGRI, CLAUDIA | ROSSEN, BÁRBARA",RESOLUCION,archivado,archivado,ARCHIVO,AMBIENTE,"{""fecha"": ""2026-08-04"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139270,False
139267,116-D-2026,2026-02-27T16:38:21,"INFORMES VINCULADOS A LA LICITACIÓN DE SERVICIOS INTEGRALES DE ALOJAMIENTO Y CUIDADOS PARA PERSONAS MAYORES, Y A LOS HOGARES DE RESIDENCIA PERMANENTE.-",coautora,coautora,True,True,10,"LA BLUNDA, ANDRÉS | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | GONZÁLEZ, ANDREA MARIANA | IAÑEZ, BERENICE | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | ROSSEN, BÁRBARA | VELÁZQUEZ, DELFINA",RESOLUCION,archivado,archivado,ARCHIVO,PERSONAS MAYORES,"{""fecha"": ""2026-08-04"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones | actividad_recinto,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139267,False
139266,29-D-2026,2026-02-27T16:35:36,"CRÉASE EL PARQUE METROPOLITANO DEL SUR, SU CORRESPONDIENTE PLAN DE MANEJO Y EL PROYECTO URBANO AMBIENTAL INTEGRADOR.-",coautora,coautora,True,True,9,"LA BLUNDA, ANDRÉS | FERREÑO, CLAUDIO AMÉRICO | IAÑEZ, BERENICE | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | ROSSEN, BÁRBARA | SALVATIERRA, ALEJANDRO | VELÁZQUEZ, DELFINA",LEY,en_comision,en_comision,PLANEAMIENTO URBANO,"PLANEAMIENTO URBANO | AMBIENTE | PROTECCIÓN Y USO DEL ESPACIO PÚBLICO | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-03"", ""oficina"": ""PLANEAMIENTO URBANO"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139266,False
139246,3250-D-2025,2026-02-24T16:03:23,INFORMES REFERIDOS A LA SITUACIÓN DE LAS OBRAS EN EJECUCIÓN Y A REALIZARSE SOBRE EL SISTEMA PÚBLICO DE SALUD,coautora,coautora,True,True,6,"BARROETAVEÑA, MATÍAS | CAPORICCIO, FRANCISCO | GEMINIANI, NOEMÍ | GONZÁLEZ, ANDREA MARIANA | NEGRI, CLAUDIA | PEÑAFORT, GRACIANA",RESOLUCION,archivado,archivado,ARCHIVO,SALUD,"{""fecha"": ""2026-08-10"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139246,False
139245,3249-D-2025,2026-02-23T11:09:21,INFORMES RELACIONADOS AL RÉGIMEN DE BECAS ESTUDIANTILES- LEY 2917,coautora,coautora,True,True,16,"BIELLI, MARÍA | BARROETAVEÑA, MATÍAS | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | LA BLUNDA, ANDRÉS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | ROSSEN, BÁRBARA | SANTORO, LEANDRO | VELÁZQUEZ, DELFINA",RESOLUCION,archivado,archivado,ARCHIVO,"EDUCACIÓN, CIENCIA Y TECNOLOGÍA","{""fecha"": ""2026-08-21"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EXPEDIENTE EN ARCHIVO CON DATOS BANK INGRESADOS""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139245,False
139244,3248-D-2025,2026-02-23T10:31:02,REPUDIO ANTE EL CESE DE CINCUENTA TRABAJADORES DEL PROGRAMA SOCIOEDUCATIVO MAESTRO + MAESTRO,coautora,coautora,True,True,17,"BIELLI, MARÍA | BARROETAVEÑA, MATÍAS | CAPORICCIO, FRANCISCO | FREIRE, VICTORIA | GEMINIANI, NOEMÍ | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | LA BLUNDA, ANDRÉS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | ROSSEN, BÁRBARA | SALVATIERRA, ALEJANDRO | SANTORO, LEANDRO | VELÁZQUEZ, DELFINA",DECLARACION,archivado,archivado,ARCHIVO,"EDUCACIÓN, CIENCIA Y TECNOLOGÍA","{""fecha"": ""2026-07-15"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139244,False
139238,3242-D-2025,2026-02-11T14:58:30,INFORMES EN RELACIÓN CON EL CIERRE DEL INSTITUTO FORMAR FUTURO.,autora,autora,True,True,3,"NEGRI, CLAUDIA | CAPORICCIO, FRANCISCO | MOCHI, FEDERICO",RESOLUCION,archivado,archivado,ARCHIVO,"EDUCACIÓN, CIENCIA Y TECNOLOGÍA","{""fecha"": ""2026-08-21"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EXPEDIENTE EN ARCHIVO CON DATOS BANK INGRESADOS""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139238,False
139235,3239-D-2025,2026-02-11T10:23:51,PESAR POR EL FALLECIMIENTO DEL DR. MIGUEL “PANCHO” TALENTO,coautora,coautora,True,True,17,"MOCHI, FEDERICO | BARROETAVEÑA, MATÍAS | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GEMINIANI, NOEMÍ | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | LA BLUNDA, ANDRÉS | LAMMENS , MATÍAS | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | ROSSEN, BÁRBARA | SANTORO, LEANDRO",DECLARACION,archivado,archivado,ARCHIVO,CULTURA,"{""fecha"": ""2026-08-26"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139235,False
139234,3238-D-2025,2026-02-09T15:22:19,PREOCUPACION Y REPUDIO ANTE LA DECISION DEL PODER EJECUTIVO NACIONAL DE POSTEGAR INDEFINIDAMENTE LA APLICACION DE LA ACTUALIZACION METODOLOGICA DEL INDICE DE PRECIOS AL CONSUMIDOR (IPC).-,coautora,coautora,True,True,8,"CAPORICCIO, FRANCISCO | GRILLO, ALEJANDRO OMAR | MOCHI, FEDERICO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | ROSSEN, BÁRBARA | SALVATIERRA, ALEJANDRO | SANTORO, LEANDRO",DECLARACION,archivado,archivado,ARCHIVO,Asuntos Metropolitanos y Relaciones Interjurisdiccionales,"{""fecha"": ""2026-06-03"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EXPEDIENTE EN ARCHIVO CON DATOS BANK INGRESADOS""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139234,False
139233,3237-D-2025,2026-02-09T13:16:13,INFORMES REFERIDOS A LAS CONDICIONES DE TRABAJO DE LAS/OS PROMOTORAS/ES DE SALUD.,coautora,coautora,True,True,15,"GONZÁLEZ, ANDREA MARIANA | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | FREIRE, VICTORIA | GRILLO, ALEJANDRO OMAR | LA BLUNDA, ANDRÉS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | ROSSEN, BÁRBARA | SALVATIERRA, ALEJANDRO | SANTORO, LEANDRO | VELÁZQUEZ, DELFINA",RESOLUCION,archivado,archivado,ARCHIVO,SALUD,"{""fecha"": ""2026-08-31"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EXPEDIENTE EN ARCHIVO CON DATOS BANK INGRESADOS""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139233,False
139220,3227-D-2025,2026-01-30T11:08:54,"PESAR POR EL FALLECIMIENTO DE ROBERTO “BETO” PIANELLI, SECRETARIO GENERAL DE LA ASOCIACIÓN GREMIAL DE TRABAJADORES DEL SUBTE Y PREMETRO.-",coautora,coautora,True,True,20,"IAÑEZ, BERENICE | BARROETAVEÑA, MATÍAS | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GEMINIANI, NOEMÍ | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | LA BLUNDA, ANDRÉS | LAMMENS , MATÍAS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | ROSSEN, BÁRBARA | SALVATIERRA, ALEJANDRO | SANTORO, LEANDRO | VELÁZQUEZ, DELFINA",DECLARACION,archivado,archivado,ARCHIVO,CULTURA,"{""fecha"": ""2026-09-01"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139220,False
139217,3224-D-2025,2026-01-29T15:00:22,"INFORMES REFERIDOS A LA SITUACIÓN DE NIÑAS, NIÑOS Y ADOLESCENTES QUE INGRESAN A HOSPITALES PÚBLICOS POR DISPOSICIÓN U OFICIO JUDICIAL DEL CONSEJO DE LOS DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES (CDNNYA).-",autora,autora,True,True,13,"NEGRI, CLAUDIA | BARROETAVEÑA, MATÍAS | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | MOCHI, FEDERICO | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | ROSSEN, BÁRBARA | SANTORO, LEANDRO | VELÁZQUEZ, DELFINA",RESOLUCION,archivado,archivado,ARCHIVO,"NIÑEZ, ADOLESCENCIA Y JUVENTUD","{""fecha"": ""2026-06-09"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EXPEDIENTE EN ARCHIVO CON DATOS BANK INGRESADOS""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139217,False
139215,3222-D-2025,2026-01-26T14:45:21,"INFORMES RELACIONADOS CON EL FALLECIMIENTO DE UNA PERSONA EN SITUACIÓN DE CALLE, EN LA INTERSECCIÓN DE TEODORO GARCIA Y CABILDO.-",coautora,coautora,True,True,12,"VELÁZQUEZ, DELFINA | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | LA BLUNDA, ANDRÉS | NEGRI, CLAUDIA | PEÑAFORT, GRACIANA | ROSSEN, BÁRBARA | SANTORO, LEANDRO",RESOLUCION,archivado,archivado,ARCHIVO,POLÍTICAS DE PROMOCIÓN E INTEGRACIÓN SOCIAL,"{""fecha"": ""2026-06-09"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EXPEDIENTE EN ARCHIVO CON DATOS BANK INGRESADOS""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139215,False
