long;lat;id;nombre;anio_de_in;tipo;cantidad;ubicacion;clasificac;calle;altura;calle2;barrio;comuna;codigo_postal;codigo_postal_argentino
-58,37551686;-34,6070494;711;Juzgado CABA;2016;1U;2;VIA PUBLICA;EDIFICIOS PÃšBLICOS;Roque Saenz PeÃ±a;636;;San Nicolas;Comuna 1;;
-58,4097894;-34,58700238;712;Juzgado CABA;2016;1U;2;VIA PUBLICA;EDIFICIOS PÃšBLICOS;Beruti;3345;;Palermo;Comuna 14;1425;C1425BBQ
-58,37382826;-34,60953911;713;Juzgado CABA;2016;1U;2;VIA PUBLICA;EDIFICIOS PÃšBLICOS;Diag. Av. julio A. Roca;516;;Monserrat;Comuna 1;1067;C1067ABN
-58,39164512;-34,60937111;714;Anexo Congreso;2016;1U;6;VIA PUBLICA;EDIFICIOS PÃšBLICOS;Rivadavia Av;1684;;Monserrat;Comuna 1;1033;C1033AAT
-58,38254703;-34,59956844;715;Tribunal Superior de Justicia de la CABA;2016;4U;1;VIA PUBLICA;EDIFICIOS PÃšBLICOS;Cerrito;760;;San Nicolas;Comuna 1;1010;C1010AAP
-58,36988132;-34,62896094;716;Palacio Lezama;2018;1U;39;INTERIOR;EDIFICIOS PÃšBLICOS;Av MartÃ­n GarcÃ­a;346;;La Boca;Comuna 4;;
-58,41509024;-34,60190391;717;Centro Cultural;2016;1U;2;VIA PUBLICA;EDIFICIOS CULTURALES;Guardia Vieja;0;Billinghurst;Almagro;Comuna 5;;
-58,43847357;-34,61901806;718;Colegio NÂº 17 Primera Junta;2017;1U;12;INTERIOR;Universidades - Colegios;Rivadavia;5161;;Caballito;Comuna 6;1424;C1424CEG
-58,39258175;-34,58307262;719;Facultad de Derecho (UBA);2018;1U;5;VIA PUBLICA;Edificio PÃºblico;Av. Pres. Figueroa Alcorta;2263;;Recoleta;Comuna 2;1425;C1425CKB
-58,45464131;-34,62338004;720;Patio de los Lecheros;2017;1U;8;INTERIOR;EDIFICIOS PÃšBLICOS;Donato Alvarez;0;Bacacay;Flores;Comuna 7;;
-58,38054474;-34,62693796;721;Centro Transbordo Constitucion;2017;1U;56;VIA PUBLICA;EDIFICIOS PÃšBLICOS;Lima;0;garay;Constitucion;Comuna 1;;
-58,45807165;-34,5516734;722;Francis Platz;2017;1U;2;VIA PUBLICA;AMS;Quesada;1892;;NuÃ±ez;Comuna 13;1429;C1429CNH
-58,41339774;-34,59805362;723;BicicleterÃ­a Schisano Bikes;2017;1U;2;VIA PUBLICA;AMS;CÃ³rdoba;3300;;Almagro;Comuna 5;;
-58,47924304;-34,5671461;724;Escuela Siglo XXI;2017;1U;4;VIA PUBLICA;ESCUELAS VERDES;Pedro I. Rivera;4221;;Villa Urquiza;Comuna 12;1430;C1430BFG
-58,46486684;-34,55375365;725;BicicleterÃ­a Zikle;2017;1U;1;VIA PUBLICA;AMS;Ibera;2418;;NuÃ±ez;Comuna 13;1429;C1429CMJ
-58,44630487;-34,55592071;726;Instituto San RomÃ¡n Padre Juan Carlos Marzolla Primario e Inicial;2017;1U;4;VIA PUBLICA;ESCUELAS;Juramento;1368;;Belgrano;Comuna 13;1428;C1428DMP
-58,44124179;-34,58657446;727;JardÃ­n Maternal NÂ°8 DE 9;2018;1U;2;VIA PUBLICA;Universidades - Colegios;Bonpland;1324;;Palermo;Comuna 14;1414;C1414CMN
-58,44593734;-34,60738175;728;Farmacity;2017;1U;1;VIA PUBLICA;AMS;Gaona;1101;;Caballito;Comuna 6;1405;C1405DKA
-58,43613215;-34,58238353;729;Urban Station;2017;1U;1;VIA PUBLICA;AMS;Bonpland;1823;;Palermo;Comuna 14;1414;C1414CMW
-58,46532723;-34,55798261;730;Al Aire Radio Bar;2017;1U;1;VIA PUBLICA;Locales Amigos;Manuel Ugarte;2789;;Belgrano;Comuna 13;1428;C1428BSQ
-58,41816062;-34,59554355;731;CafÃ© Vinilo;2017;1U;2;VIA PUBLICA;Locales Amigos;Gorriti;3780;;Palermo;Comuna 14;1172;C1172ACH
-58,42835265;-34,62604481;732;IntervenciÃ³n Bonifacio y Senillosa;2018;1U;4;VIA PUBLICA;Espacio PÃºblico;Bonifacio;0;Senillosa;Caballito;Comuna 6;;
-58,45078724;-34,55330027;733;Aretha;2017;1U;1;VIA PUBLICA;Comercio amigo;Del Libertador;6370;;Belgrano;Comuna 13;1428;C1428ART
-58,37326995;-34,61415077;734;TELAM;2017;1U;4;VIA PUBLICA;ORGANIZACION;BolÃ­var;531;;Monserrat;Comuna 1;;
-58,40602233;-34,64294025;735;CheLA;2017;1U;2;VIA PUBLICA;AMS;IguazÃº;451;;Parque Patricios;Comuna 4;;
-58,40598631;-34,59906564;736;Universidad de Palermo;2017;1U;3;VIA PUBLICA;UNIVERSIDADES;Ecuador;933;;Balvanera;Comuna 3;1214;C1214ACO
-58,40324377;-34,57791713;737;Instituto San Martin de Tours;2017;1U;5;VIA PUBLICA;UNIVERSIDADES;Av Figueroa Alcorta;3380;;Palermo;Comuna 14;1425;C1425CKZ
-58,51938825;-34,60047931;738;Escuela NÂ°7 DE 16;2017;1U;2;VIA PUBLICA;ESCUELAS;Jose Cubas;4440;;Villa Devoto;Comuna 11;1419;C1419GON
-58,52464148;-34,60698894;739;JardÃ­n de Infantes Integral NÂ°3 DE 17;2017;1U;2;VIA PUBLICA;ESCUELAS;Salvador MarÃ­a del Carril;4935;;Villa Devoto;Comuna 11;;
-58,49605242;-34,59101204;740;Escuela NÂº 4 del Distrito Escolar 16;2017;1U;2;VIA PÃšBLICA;ESCUELAS;Terrada;3983;;Agronomia;Comuna 15;1419;C1419DKE
-58,40761483;-34,60532316;741;BicicleterÃ­a HobbymanÃ­a;2017;1U;1;VIA PUBLICA;Locales Amigos;ValentÃ­n GÃ³mez;2957;;Balvanera;Comuna 3;;
-58,51633128;-34,61011504;742;Viento Bikes Devoto;2017;1U;2;VIA PUBLICA;Locales Amigos;JosÃ© Pedro Varela;4735;;Villa Devoto;Comuna 11;;
-58,39236653;-34,60490268;743;Bar La Academia;2017;1U;1;VIA PUBLICA;Locales Amigos;Callao;368;;Balvanera;Comuna 3;1022;C1022AAQ
-58,43978054;-34,58732269;744;Casa SofÃ­a;2017;1U;2;VIA PUBLICA;EDIFICIOS CULTURALES;Fitz Roy;1327;;Palermo;Comuna 14;1414;C1414CHQ
-58,38137954;-34,59305908;745;Casa Creativa del Sur;2017;1U;4;INTERIOR;EDIFICIOS CULTURALES;Carlos pellegrini;1285;;Retiro;Comuna 1;1009;C1009ABY
-58,44181068;-34,58291814;746;Remax;2017;1U;1;VIA PUBLICA;Locales Amigos;Cabrera;5953;;Palermo;Comuna 14;1414;C1414BHK
-58,47599438;-34,58264551;747;Artesano de SueÃ±os;2017;1U;2;VIA PUBLICA;HLR;De los Incas;4654;;Parque Chas;Comuna 15;1427;C1427DNY
-58,46531261;-34,55548561;748;Cruz Roja;2017;1U;1;VIA PUBLICA;Locales Amigos;Quesada;2602;;NuÃ±ez;Comuna 13;1429;C1429COP
-58,47338335;-34,61138542;749;Club Ciencia y Labor;2017;1U;2;VIA PUBLICA;GONZALO;Cesar Diaz;2453;;Villa Gral. Mitre;Comuna 11;1416;C1416DVU
-58,43161266;-34,59516813;750;Motivarte;2017;1U;1;VIA PUBLICA;Locales Amigos;Av. Scalabrini Ortiz;966;;Villa Crespo;Comuna 15;1414;C1414DNW
-58,42845649;-34,58767212;751;Cabernet;2017;1U;1;VIA PUBLICA;Locales Amigos;Borges;1757;;Palermo;Comuna 14;1414;C1414DGC
-58,44866957;-34,5675785;752;Swiss Medical;2017;1U;3;VIA PUBLICA;Locales Amigos;Zabala;2336;;Palermo;Comuna 14;1426;C1426DQR
-58,4062716;-34,58820225;753;Asoc. MÃ©dica HomeopÃ¡tica Argentina;2017;1U;2;VIA PUBLICA;Locales Amigos;Juncal;2884;;Recoleta;Comuna 2;1425;C1425AYJ
-58,45465222;-34,68420825;754;Parque Vial Roca;2017;1U;5;VIA PUBLICA;Locales Amigos;Av Cnel Roca;5252;;Villa Riachuelo;Comuna 8;1439;C1439DVN
-58,37281172;-34,62240945;755;Escuela Normal NÂº 3 Bernardino Rivadavia (Sede);2017;1U;5;VIA PUBLICA;ESCUELAS;Bolivar;1235;;San Telmo;Comuna 1;1141;C1141AAA
-58,49222992;-34,62332607;756;Biblioteca Hilario Ascasubi;2017;1U;2;VIA PUBLICA;EDIFICIOS PÃšBLICOS;CÃ©sar DÃ­az;4219;;Floresta;Comuna 10;;
-58,44874867;-34,56143535;757;Biblioteca Reina Batata;2017;1U;2;VIA PUBLICA;EDIFICIOS PÃšBLICOS;11 de Septiembre de 1888;1801;;Belgrano;Comuna 13;1428;C1428AIA
-58,42267116;-34,58594961;758;Disco Cencosud;2018;1U;3;VIA PUBLICA;CENCOSUD;Paraguay;4302;;Palermo;Comuna 14;1425;C1425BSL
-58,43654172;-34,5655963;759;Disco Cencosud;2018;1U;4;VIA PUBLICA;CENCOSUD;Gorostiaga;1636;;Palermo;Comuna 14;1426;C1426CTD
-58,47087245;-34,56974985;760;Disco Cencosud;2018;1U;3;VIA PUBLICA;CENCOSUD;RÃ³mulo NaÃ³n;2142;;Villa Urquiza;Comuna 12;;
-58,50286629;-34,60042063;761;Disco Cencosud;2018;4U;1;VIA PUBLICA;CENCOSUD;BeirÃ³;3560;;Villa Del Parque;Comuna 11;;
-58,41078127;-34,58698925;762;Disco Cencosud;2018;1U;3;VIA PUBLICA;CENCOSUD;Bulnes;2117;;Palermo;Comuna 14;1425;C1425DKK
-58,39183148;-34,61334575;763;Disco Cencosud;2018;1U;2;VIA PUBLICA;CENCOSUD;Entre RÃ­os;361;;Balvanera;Comuna 3;;
-58,44536052;-34,62961479;764;Disco Cencosud;2018;1U;5;VIA PUBLICA;CENCOSUD;Directorio;1251;;Caballito;Comuna 6;1406;C1406GZB
-58,41360217;-34,6221388;766;Ochava Virrey Liniers y EEUU;2018;1U;4;VIA PUBLICA;ESPACIO PÃšBLICO;Virrey liniers;0;ESTADOS UNIDOS;Boedo;Comuna 5;;
-58,37693173;-34,63521373;767;Sucursal Cablevision;2017;1U;4;VIA PÃšBLICA;Comercio Amigo;Gral. Hornos;650;;Barracas;Comuna 4;1272;C1272ACL
-58,3905898;-34,58432633;768;Smart City;2017;1U;6;VIA PÃšBLICA;Comercio Amigo;Figueroa Alcorta;0;Pueyrredon;Recoleta;Comuna 2;;
-58,48128072;-34,60149356;769;Club Villa Sahores;2017;1U;5;VIA PÃšBLICA;Polideportivo;Santo TomÃ©;2496;;Villa Del Parque;Comuna 11;;
-58,37131106;-34,64042913;770;Metrogas;2017;1U;6;INTERIOR;Comercio Amigo;Araoz de Lamadrid;1360;;Barracas;Comuna 4;1267;C1267AAB
-58,441234;-34,56606971;771;Colegio Washington School;2017;1U;3;VIA PÃšBLICA;Universidades - Colegios;Federico Lacroze;1973;;Palermo;Comuna 14;1426;C1426CPE
-58,43166267;-34,59211992;772;Teatro TadrÃ³n;2017;1U;2;VIA PÃšBLICA;EDIFICIO CULTURAL;Niceto Vega;4802;;Palermo;Comuna 14;1414;C1414BEF
-58,3767387;-34,61269716;773;Jefatura de Gabinete de Ministros;2017;1U;10;VIA PÃšBLICA;Edificio PÃºblico;Av. Belgrano;737;;Monserrat;Comuna 1;1092;C1092AAH
-58,47576443;-34,6052537;774;Escuela NÂ°26 D.E 14;2017;1U;3;VIA PÃšBLICA;Universidades - Colegios;Caracas;2372;;Villa Del Parque;Comuna 11;1416;C1416AIX
-58,46517216;-34,53882947;775;Centro medico Belgrano SA;2017;1U;2;VIA PÃšBLICA;Hospitales - Centros de Salud;Av. Del Libertador;8334;;NuÃ±ez;Comuna 13;1429;C1429BNQ
-58,42932394;-34,59638813;776;Casting Club;2017;1U;2;VIA PÃšBLICA;Comercio Amigo;Julian Alvarez;1021;;Villa Crespo;Comuna 15;1414;C1414DRU
-58,39123329;-34,62780044;777;Inst. de EnseÃ±anza Federico Froebel;2017;1U;2;VIA PÃšBLICA;Universidades - Colegios;Av. Entre Rios;1641;;Parque Patricios;Comuna 4;1133;C1133AAE
-58,45423097;-34,63206551;778;Centro medico Stamboulian;2017;1U;3;VIA PÃšBLICA;Hospitales - Centros de Salud;Av. Carabobo;443;;Flores;Comuna 7;1406;C1406DGE
-58,3665938;-34,61847879;779;Direccion general de Alumbrado Publico;2017;1U;8;INTERIOR;Edificio PÃºblico;Huergo;949;;San Telmo;Comuna 1;1107;C1107AOJ
-58,43467078;-34,59712273;780;Centro medico Stamboulian;2018;1U;6;VIA PÃšBLICA;Hospitales - Centros de Salud;Av. Scalabrini Ortiz;690;;Villa Crespo;Comuna 15;1414;C1414DNT
-58,46515378;-34,64395196;781;Escuela NÂ°16;2017;1U;3;VIA PÃšBLICA;Universidades - Colegios;Primera Junta;3445;;Flores;Comuna 7;1406;C1406HLS
-58,40619837;-34,57809796;782;Colegio Bayard;2017;1U;2;VIA PÃšBLICA;Universidades - Colegios;Jeronimo Salguero;2969;;Palermo;Comuna 14;1425;C1425DFA
-58,38074768;-34,60466472;783;Ministerio de Salud;2019;1U;4;INTERIOR;Edificio PÃºblico;Carlos Pelegrini;313;;San Nicolas;Comuna 1;1009;C1009ABG
-58,43049706;-34,6240542;784;Ochavas Valle y Doblas;2018;1U;None;VIA PÃšBLICA;Espacio PÃºblico;Valle;0;Doblas;Caballito;Comuna 6;;
-58,42960419;-34,62072915;785;Ochavas Senillosa y Formosa;2018;1U;None;VIA PÃšBLICA;Espacio PÃºblico;SENILLOSA;0;FORMOSA;Caballito;Comuna 6;;
-58,42538663;-34,58570739;786;Ochavas GUATEMALA y BORGES, JORGE LUIS;2018;1U;None;VIA PÃšBLICA;Espacio PÃºblico;GUATEMALA;0;BORGES, JORGE LUIS;Palermo;Comuna 14;;
-58,42905454;-34,60508587;787;Ochavas YATAY y BOGADO;2018;1U;None;VIA PÃšBLICA;Espacio PÃºblico;YATAY;0;BOGADO;Almagro;Comuna 5;;
-58,41309288;-34,6032952;788;Ochavas HUMAHUACA y GALLO;2018;1U;None;VIA PÃšBLICA;Espacio PÃºblico;HUMAHUACA;0;GALLO;Balvanera;Comuna 3;;
-58,41832959;-34,60460977;789;Ochavas GOMEZ, VALENTIN y BULNES;2018;1U;None;VIA PÃšBLICA;Espacio PÃºblico;GOMEZ, VALENTIN;0;BULNES;Almagro;Comuna 5;;
-58,42701961;-34,60136408;790;Ochavas Pringles y Humahuaca;2018;1U;None;VIA PÃšBLICA;Espacio PÃºblico;Pringles;0;Humahuaca;Almagro;Comuna 5;;
-58,41557842;-34,60270386;791;Ochava BILLINGHURST y HUMAHUACA;2018;1U;None;VIA PÃšBLICA;Espacio PÃºblico;BILLINGHURST;0;HUMAHUACA;Almagro;Comuna 5;;
-58,41484747;-34,59970967;792;Ochava BILLINGHURST y TUCUMAN;2018;1U;None;VIA PÃšBLICA;Espacio PÃºblico;BILLINGHURST;0;TUCUMAN;Almagro;Comuna 5;;
-58,41577564;-34,60492321;793;Ochava BILLINGHURST y GOMEZ, VALENTIN;2018;1U;None;VIA PÃšBLICA;Edificio PÃºblico;BILLINGHURST;0;GOMEZ, VALENTIN;Almagro;Comuna 5;;
-58,4540015;-34,57938428;794;Lord Bike;2018;1U;3;VIA PÃšBLICA;Comercio Amigo;ALVAREZ THOMAS AV.;853;;Colegiales;Comuna 13;1427;C1427CCI
-58,45361707;-34,58438629;795;Bar Palacio;2018;1U;2;VIA PÃšBLICA;Comercio Amigo;LACROZE, FEDERICO AV.;3901;;Chacarita;Comuna 15;1427;C1427EDE
-58,39596548;-34,58672705;796;Centro Valls;2018;1U;2;VIA PÃšBLICA;Hospitales - Centros de Salud;Pueyrredon;2322;;Recoleta;Comuna 2;1119;C1119ACT
-58,42628706;-34,58595747;797;Velas de la Ballena;2018;1U;3;VIA PÃšBLICA;Comercio Amigo;Soler;4802;;Palermo;Comuna 14;1425;C1425BXH
-58,39971164;-34,63399286;798;Despegar;2018;1U;5;VIA PÃšBLICA;Comercio Amigo;Av. Jujuy;2013;;Parque Patricios;Comuna 4;1247;C1247ABI
-58,44670455;-34,55806804;799;Stambullian;2018;1U;3;VIA PÃšBLICA;Hospitales - Centros de Salud;Av. Libertador;5868;;Belgrano;Comuna 13;1428;C1428ARO
-58,40635016;-34,5864437;800;Stambullian;2018;1U;2;VIA PÃšBLICA;Hospitales - Centros de Salud;French;3085;;Recoleta;Comuna 2;1425;C1425AWK
-58,40399377;-34,5851653;801;Stambullian;2018;1U;2;VIA PÃšBLICA;Hospitales - Centros de Salud;PACHECO DE MELO, JOSE ANDRES;2941;;Recoleta;Comuna 2;1425;C1425AUK
-58,43224398;-34,5443604;802;Patio Costanera;2018;1U;3;VIA PÃšBLICA;Espacio PÃºblico;Av. Rafael Obligado;7010;;Belgrano;Comuna 13;1428;C1428EIW
-58,44845494;-34,57156682;803;Jaen DermoestÃ©tica;2018;1U;3;VIA PÃšBLICA;Comercio Amigo;Palpa;2655;;Colegiales;Comuna 13;1426;C1426DOG
-58,44484537;-34,63636879;804;Pista Polideportivo Parque Chacabuco;2018;1U;5;VIA PÃšBLICA;Espacio PÃºblico;ASAMBLEA AV.;1441;;Parque Chacabuco;Comuna 7;1406;C1406HVE
-58,37717759;-34,62317965;805;Fortalecimiento de la Sociedad Civil;2018;1U;5;VIA PÃšBLICA;Edificio PÃºblico;Piedras;1281;;Constitucion;Comuna 1;1140;C1140ABA
-58,47832382;-34,59121307;806;Escuela Agronomia NÂ°22 D.E 14;2018;1U;13;INTERIOR;Universidades - Colegios;Av. De Los Constituyentes;3100;;Agronomia;Comuna 15;1427;C1427BLO
-58,49236833;-34,57418179;807;Instituto Saint Jean;2018;1U;3;VIA PÃšBLICA;Universidades - Colegios;Pedro Ignacio Rivera;5445;;Villa Urquiza;Comuna 12;1431;C1431BVS
-58,47430938;-34,64588592;808;Polideportivo Avellaneda;2018;1U;10;INTERIOR;Polideportivo;Lacarra;1257;;Parque Avellaneda;Comuna 9;1407;C1407JQY
-58,51362186;-34,64659284;809;Polideportivo Santojanni;2018;1U;8;INTERIOR;Polideportivo;Patron;6222;;Liniers;Comuna 9;1408;C1408FAT
-58,49113986;-34,62263992;810;Polideportivo Pomar;2018;1U;6;VIA PÃšBLICA;Polideportivo;Mercedes;1300;;Floresta;Comuna 10;1407;C1407AHX
-58,51366903;-34,59458212;811;Polideportivo Onega;2018;1U;8;VIA PÃšBLICA/INTERIOR;Polideportivo;Gabriela Mistral;3819;;Villa Devoto;Comuna 11;1419;C1419GGI
-58,44384602;-34,57978113;812;Polideportivo Colegiales;2018;1U;7;INTERIOR;POLIDEPORTIVO;Gral RamÃ³n Freire;123;;Colegiales;Comuna 13;;
-58,43560976;-34,55584281;813;Polideportivo Golf - Velodromo;2018;1U;2;INTERIOR;Polideportivo;Tornquist;6397;;Palermo;Comuna 14;1426;C1426CDA
-58,47699866;-34,5915436;814;Polideportivo Costa Rica;2018;1U;2;INTERIOR;Polideportivo;Av. De Los Constituyentes;3050;;Agronomia;Comuna 15;1427;C1427BLO
-58,37639121;-34,63813725;815;Polideportivo Don Pepe;2018;1U;10;INTERIOR;POLIDEPORTIVO;Hornos;0;Brandsen;Barracas;Comuna 4;;
-58,38934654;-34,6490245;816;Polideportivo Pereyra;2018;1U;3;INTERIOR;Polideportivo;Velez Sarsfield;1271;;Barracas;Comuna 4;1285;C1285AAB
-58,48865208;-34,61680647;818;Escuela para Jovenes y Adultos con discapacidad mental y formaciÃ³n integral NÂ°16 D.E 12;2018;1U;2;VIA PÃšBLICA;Universidades - Colegios;Camarones;3559;;Villa Santa Rita;Comuna 11;1407;C1407FME
-58,43301985;-34,60835668;819;JardÃ­n NÂ°1 D.E 7;2018;1U;4;VIA PÃšBLICA;Universidades - Colegios;Eduardo Acevedo;609;;Caballito;Comuna 6;1405;C1405BVI
-58,36906928;-34,60146535;820;Subsecretaria de Transporte de NaciÃ³n;2018;1U;4;INTERIOR;Edificio PÃºblico;Bouchard;547;;San Nicolas;Comuna 1;1106;C1106ABG
-58,40977043;-34,62127145;821;Escuela Primaria Comun NÂ° 15;2018;1U;2;INTERIOR;Universidades - Colegios;Estados Unidos;3141;;San Cristobal;Comuna 3;1228;C1228ABC
-58,37327834;-34,61186149;822;Escuela Politecnica Manuel Belgrano D.E 04;2018;1U;3;INTERIOR;Universidades - Colegios;Bolivar;346;;Monserrat;Comuna 1;1066;C1066AAH
-58,38494768;-34,59552911;823;QA Elepants;2018;1U;1;VIA PÃšBLICA;Comercio Amigo;Av. Santa FÃ©;1245;;Retiro;Comuna 1;;
-58,45757776;-34,6459032;824;EPC NÂ°04 Benjamin Zorrilla;2018;1U;3;INTERIOR;Universidades - Colegios;Av. San Pedrito;1415;;Flores;Comuna 7;1406;C1406EYB
-58,50136075;-34,61703693;825;Club Barrial;2018;1U;3;VIA PÃšBLICA;Universidades - Colegios;Sanabria;2125;;Monte Castro;Comuna 10;1417;C1417AZA
-58,49623608;-34,61711537;826;Laboral NÂ°29 D.E.18;2018;1U;3;INTERIOR;Universidades - Colegios;Av. Chivilcoy;1820;;Monte Castro;Comuna 10;1407;C1407AFJ
-58,4539047;-34,55149442;827;Colegio Oxford;2018;1U;7;VIA PÃšBLICA;Universidades - Colegios;MontaÃ±eses;2759;;Belgrano;Comuna 13;;
-58,46504737;-34,56141413;828;Crossfit Fortia;2018;1U;2;VIA PÃšBLICA;Universidades - Colegios;Monroe;2950;;Belgrano;Comuna 13;1428;C1428BLX
-58,45294783;-34,57588649;829;CompaÃ±Ã­a de Maria;2018;1U;4;VIA PÃšBLICA;Universidades - Colegios;Cespedes;3172;;Colegiales;Comuna 13;1426;C1426DVF
-58,4322579;-34,5859253;830;Area Tres;2018;1U;8;VIA PÃšBLICA;Comercio Amigo;El Salvador;5218;;Palermo;Comuna 14;1414;C1414BPV
-58,43878229;-34,58381595;831;Jardin De Infantes Nucleado B;2018;1U;2;VIA PÃšBLICA;Universidades - Colegios;Gorriti;5744;;Palermo;Comuna 14;1414;C1414BKH
-58,44885024;-34,60641151;832;Escuela Primaria NÂ°7;2018;1U;5;INTERIOR;Universidades - Colegios;Cnel. Apolinario Figueroa;661;;Villa Crespo;Comuna 15;1416;C1416DPC
-58,38675708;-34,57888575;833;Barrio 31;2018;1U;4;VIA PÃšBLICA;Espacio PÃºblico;Calle 7;0;calle 12;Retiro;Comuna 1;;
-58,37029945;-34,62167846;834;Escuela Hipolito Yrigoyen;2018;1U;2;VIA PÃšBLICA;Universidades - Colegios;Av. San Juan;353;;San Telmo;Comuna 1;1147;C1147AAB
-58,37655182;-34,62533207;835;Escuela Integral Interdisciplinaria NÂ°03 D.E 03;2018;1U;2;INTERIOR;Universidades - Colegios;Piedras;1430;;San Telmo;Comuna 1;1140;C1140ABF
-58,40893021;-34,6260409;836;Polideportivo Martin Fierro;2018;1U;12;INTERIOR;Polideportivo;Oruro;1300;;San Cristobal;Comuna 3;1243;C1243ADB
-58,40467786;-34,6123204;837;Centro Cultural (FICYNA);2018;1U;3;VIA PÃšBLICA;;Adolfo Alsina;2725;;Balvanera;Comuna 3;1090;C1090AAS
-58,3867254;-34,60358628;838;Procuracion General;2018;1U;5;VIA PÃšBLICA;Edificio PÃºblico;Uruguay;442;;San Nicolas;Comuna 1;1015;C1015ABJ
-58,47871457;-34,56451627;839;Escuela NÂ°15 - Acevedo;2018;1U;7;VIA PÃšBLICA;Universidades - Colegios;Tronador;2861;;Coghlan;Comuna 12;1430;C1430DLE
-58,40583237;-34,58359619;840;Academia Nacional de Medicina de Buenos Aires;2018;1U;6;VIA PÃšBLICA;Edificio PÃºblico;Av. Gral Las Heras;3092;;Recoleta;Comuna 2;1425;C1425ASU
-58,40823072;-34,60774186;841;Agencia Gubernamental de Control (AGC);2018;1U;10;INTERIOR;Edificio PÃºblico;TTE. GENERAL/PERON;2933;;Balvanera;Comuna 3;1198;C1198AAC
-58,4301831;-34,62230471;842;Esc. Primaria Comun NÂ°11 Pres. Marcelo T. de Alvear;2018;1U;2;INTERIOR;Universidades - Colegios;Av. Juan B. Alberdi;163;;Caballito;Comuna 6;1424;C1424BYB
-58,43507894;-34,6220539;843;Liceo NÂ°12. Fray Mamerto Esquiu;2018;1U;11;VIA PÃšBLICA/INTERIOR;Universidades - Colegios;Av. Jose M. Moreno;345;;Caballito;Comuna 6;1424;C1424AAD
-58,35437959;-34,63209926;844;Arenas Studios;2018;1U;9;INTERIOR;AMS;Avenida Don Pedro de Mendoza;965;;La Boca;Comuna 4;1156;C1156ACJ
-58,40192583;-34,58049973;845;Casa Victoria Ocampo;2018;1U;3;INTERIOR;AMS;Rufino de Elizalde;2831;;Palermo;Comuna 14;1425;C1425CBA
-58,42805859;-34,59419481;846;Origen Cowork;2018;1;3;VIA PÃšBLICA;AMS;Araoz;1201;;Palermo;Comuna 14;1414;C1414DPY
-58,44221732;-34,60651667;847;Heltronics;2018;1U;2;VIA PÃšBLICA;Expediente;Av. Angel Gallardo;848;;Caballito;Comuna 6;1405;C1405DJV
-58,48904768;-34,56189903;848;La Usina Pilates;2018;1U;3;VIA PÃšBLICA;Locales Amigos;Miller;3500;;Villa Urquiza;Comuna 12;1431;C1431GER
-58,42582265;-34,58982413;849;Area Tres;2018;1U;3;INTERIOR;AMS;Malabia;1720;;Palermo;Comuna 14;1414;C1414DMJ
-58,3765024;-34,61202574;850;Vialidad Nacional;2018;1;11;VIA PÃšBLICA/INTERIOR;AMS;Av. Julio Roca;738;;Monserrat;Comuna 1;1067;C1067ABP
-58,37973852;-34,59973597;851;Hospital Britanico;2018;Lazo;2;VIA PÃšBLICA;AMS;Suipacha;732;;San Nicolas;Comuna 1;1008;C1008AAP
-58,38751708;-34,63353151;852;Hospital Britanico;2018;1U;5;VIA PÃšBLICA;AMS;Av. Caseros;1828;;Barracas;Comuna 4;1152;C1152ABO
-58,40503416;-34,64122171;853;Escuela Infantil NÂ°11;2018;1U;2;INTERIOR;Universidades - Colegios;Los Patos;3004;;Parque Patricios;Comuna 4;1437;C1437JAJ
-58,387805;-34,62239857;854;Colegio Bernardino Rivadavia;2018;1U;2;VIA PÃšBLICA;Universidades - Colegios;Av. San Juan;1545;;Constitucion;Comuna 1;1148;C1148AAD
-58,38825683;-34,62129991;855;Escuela Agustin Alvarez;2018;1;2;VIA PÃšBLICA;Universidades - Colegios;Humberto Primo;1573;;Constitucion;Comuna 1;1103;C1103ADE
-58,42406231;-34,6291617;856;Biosidus;2018;1U;8;Via Publica;AMS;Constitucion;4234;;Boedo;Comuna 5;1254;C1254ABX
-58,42978491;-34,58890142;857;Honduras y Serrano;2018;1;5;VIA PÃšBLICA;AMS;Honduras;4999;;Palermo;Comuna 14;1414;C1414BMO
-58,41611551;-34,5986756;858;El Tinglado;2018;1U;3;VIA PÃšBLICA;Centro Cultural Abasto;Mario Bravo;948;;Almagro;Comuna 5;1175;C1175ABR
-58,41278822;-34,60277588;859;Centro Cultural Colombo;2018;1U;2;VIA PÃšBLICA;Centro Cultural Abasto;Gallo;557;;Balvanera;Comuna 3;1172;C1172ABK
-58,41728144;-34,60221779;860;Espacio CallejÃ³n;2018;1U;1;VIA PÃšBLICA;Centro Cultural Abasto;Humahuaca;3759;;Almagro;Comuna 5;1191;C1191ABI
-58,41610546;-34,59852824;862;El Camarin de las Musas;2018;1U;3;VIA PÃšBLICA;Centro Cultural Abasto;Mario Bravo;960;;Almagro;Comuna 5;1175;C1175ABR
-58,45781756;-34,56262358;863;Mercado de San Nicolas;2018;1U;4;VIA PÃšBLICA;AMS;Juramento;2501;;Belgrano;Comuna 13;1428;C1428DNQ
-58,43784136;-34,58370098;864;Mercado de San Nicolas;2018;1;4;VIA PÃšBLICA;AMS;Bonpland;1660;;Palermo;Comuna 14;1414;C1414CMT
